AssetName,PackagePath,IsSkeletalMesh,LODCount,LOD0Vertices,MaterialSlots,UniqueTextures,MaxTextureResolution,AverageTextureResolution,UVChannels,GenerateLightmapUVs,MinLightmapResolution,MaxBoundsLengthM
"SM_Window_02c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,230,2,20,4096,1945.600,1,True,64,4.000
"SM_Window_02b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,214,1,16,4096,1920.000,1,True,192,4.000
"SM_Window_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,231,1,16,4096,1920.000,1,True,128,4.000
"SM_Window_01d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,228,2,21,4096,1950.476,1,True,64,4.000
"SM_Window_01c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,228,2,21,4096,1950.476,1,True,64,4.000
"SM_Window_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,225,2,25,4096,2170.880,1,True,192,4.000
"SM_Window_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,232,2,25,4096,2170.880,1,True,128,4.000
"SM_Wall_Half_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,4,30,1,17,4096,1927.529,1,True,128,4.390
"SM_Wall_Corner_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,519,1,14,4096,1901.714,1,True,92,4.000
"SM_Wall_Block_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,32,1,17,4096,1927.529,1,True,128,4.000
"SM_Wall_8x8_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,4,168,1,17,4096,1927.529,1,True,320,8.000
"SM_Wall_4x6_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,4,42,1,17,4096,1927.529,1,True,192,6.000
"SM_Wall_4x4_01a2","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,4,42,1,17,4096,1927.529,1,True,192,4.000
"SM_Wall_4x2_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,4,32,1,17,4096,1927.529,1,True,128,4.000
"SM_Wall_2x4_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,4,42,1,17,4096,1927.529,1,True,128,4.000
"SM_Wall_2x1_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,192,1,12,4096,2133.333,1,True,96,2.000
"SM_Trim_Wall_01c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,102,1,14,4096,1901.714,1,True,96,2.125
"SM_Trim_Wall_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,54,1,14,4096,1901.714,1,True,64,2.000
"SM_Trim_Wall_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,69,1,14,4096,1901.714,1,True,96,4.000
"SM_Trim_02c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,369,1,11,4096,2234.182,1,True,64,1.060
"SM_Trim_02b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,164,1,11,4096,2234.182,1,True,32,0.794
"SM_Trim_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,219,1,11,4096,2234.182,1,True,96,4.000
"SM_Trim_01d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,172,1,12,4096,2133.333,1,True,96,4.000
"SM_Trim_01c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,86,1,12,4096,2133.333,1,True,16,0.401
"SM_Trim_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,257,1,12,4096,2133.333,1,True,32,0.364
"SM_Trim_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,114,1,12,4096,2133.333,1,True,64,2.000
"SM_Teeth_02b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,280,1,8,2048,1536.000,1,True,96,1.824
"SM_Teeth_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,142,1,8,2048,1536.000,1,True,96,1.825
"SM_Teeth_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,290,1,8,2048,1536.000,1,True,64,0.993
"SM_Teeth_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,56,1,8,2048,1536.000,1,True,64,0.995
"SM_Stone_Pattern_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,170,2,19,4096,2533.053,1,True,192,4.000
"SM_Stone_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,222,1,7,2048,1609.143,1,True,64,2.998
"SM_Stone_01e","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,103,1,7,2048,1609.143,1,True,32,0.500
"SM_Stone_01d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,107,1,7,2048,1609.143,1,True,32,0.581
"SM_Stone_01c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,74,1,7,2048,1609.143,1,True,48,1.000
"SM_Stone_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,74,1,7,2048,1609.143,1,True,48,1.000
"SM_Stone_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,74,1,7,2048,1609.143,1,True,48,1.000
"SM_Stair_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,4782,2,15,4096,2116.267,1,True,256,5.241
"SM_Railing_Wood_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,100,1,7,2048,1609.143,1,True,32,1.000
"SM_Railing_Wood_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,784,1,7,2048,1609.143,1,True,96,2.005
"SM_Railing_Wood_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,1900,1,7,2048,1609.143,1,True,160,5.956
"SM_Railing_Stone_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,88,1,12,4096,2133.333,1,True,32,0.815
"SM_Railing_Stone_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,56,1,12,4096,2133.333,1,True,32,0.932
"SM_Pilliar_Small_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,616,1,12,4096,2133.333,1,True,64,1.084
"SM_Pillar_Small_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,408,1,12,4096,2133.333,1,True,64,1.205
"SM_Pillar_Part_01f","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,939,1,14,4096,1901.714,1,True,64,1.625
"SM_Pillar_Part_01e","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,1290,1,14,4096,1901.714,1,True,128,1.831
"SM_Pillar_Part_01d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,424,1,14,4096,1901.714,1,True,64,1.109
"SM_Pillar_Part_01c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,208,1,14,4096,1901.714,1,True,64,1.072
"SM_Pillar_Part_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,356,1,14,4096,1901.714,1,True,64,1.048
"SM_Pillar_Part_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,603,1,14,4096,1901.714,1,True,64,2.079
"SM_Pillar_04a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,3820,1,14,4096,1901.714,1,True,192,6.549
"SM_Pillar_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,708,2,21,4096,2194.286,1,True,160,4.908
"SM_Pillar_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,4835,1,12,4096,2133.333,1,True,128,4.014
"SM_Pillar_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,1715,1,12,4096,2133.333,1,True,128,4.000
"SM_GoldPoint_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,1090,1,7,2048,1609.143,1,True,64,2.117
"SM_Floor_8x8_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,112,1,14,4096,1901.714,1,True,288,8.000
"SM_Floor_4x4_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,44,1,14,4096,1901.714,1,True,192,4.000
"SM_Floor_4x2_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,32,1,14,4096,1901.714,1,True,128,4.000
"SM_Floor_2x2_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,4,24,1,14,4096,1901.714,1,True,128,2.000
"SM_Floor_2x1_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,32,1,14,4096,1901.714,1,True,64,4.000
"SM_Doorway_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,1038,2,25,4096,2170.880,1,True,192,4.003
"SM_Door_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,788,2,11,2048,1768.727,1,True,96,2.411
"SM_Dome_Wall_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,4,28,1,17,4096,1927.529,1,True,160,4.000
"SM_Dome_Floor_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,56,1,14,4096,1901.714,1,True,160,5.527
"SM_Dome_02b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,661,1,7,2048,1609.143,1,True,256,6.815
"SM_Dome_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,663,1,7,2048,1609.143,1,True,256,6.815
"SM_Dome_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,3144,1,12,4096,2133.333,1,True,320,9.291
"SM_Ceiling_Arch_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,1670,3,25,4096,2170.880,1,True,512,15.423
"SM_Ceiling_Arch_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,592,2,25,4096,2170.880,1,True,512,15.423
"SM_Breadshop_Wall_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,1,42,2,20,4096,2252.800,1,True,64,4.000
"SM_Archway_Door_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,8964,1,7,2048,1609.143,1,True,256,7.224
"SM_Arch_Wood_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,1078,1,7,2048,1609.143,1,True,192,4.000
"SM_Arch_Wood_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,2110,1,7,2048,1609.143,1,True,192,4.000
"SM_Arch_Large_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,6036,2,25,4096,2170.880,1,True,320,8.000
"SM_Arch_08a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,3782,1,16,4096,1920.000,1,True,512,10.000
"SM_Arch_07a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,172,1,16,4096,1920.000,1,True,192,4.000
"SM_Arch_06a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,1313,2,25,4096,2170.880,1,True,192,4.911
"SM_Arch_05a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,1176,2,25,4096,2170.880,1,True,128,4.000
"SM_Arch_04a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,1637,2,25,4096,2170.880,1,True,192,4.000
"SM_Arch_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,3747,2,25,4096,2170.880,1,True,192,4.000
"SM_Arch_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,4116,2,25,4096,2170.880,1,True,192,4.000
"SM_Arch_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,1164,1,12,4096,2133.333,1,True,192,4.000
"SM_Tree_Palm_03","/Game/Bazaar_Meshingun/Environment/Assets/Foliage/Mesh/Palm",False,8,4868,2,8,2048,1728.000,1,True,256,10.069
"SM_Tree_Palm_02","/Game/Bazaar_Meshingun/Environment/Assets/Foliage/Mesh/Palm",False,8,16170,2,8,2048,1728.000,1,True,256,21.417
"SM_Tree_Palm_01","/Game/Bazaar_Meshingun/Environment/Assets/Foliage/Mesh/Palm",False,8,24037,2,8,2048,1728.000,2,True,256,29.257
"SM_Wheat_02a","/Game/Bazaar_Meshingun/Environment/Assets/Foliage/Mesh/GroundCover",False,4,406,1,5,1024,844.800,3,True,64,1.681
"SM_Plane","/Game/Bazaar_Meshingun/Environment/Assets/Effect/Mesh",False,1,91,1,2,512,384.000,1,True,64,0.100
"SM_Wax_04a","/Game/Bazaar_Meshingun/Blueprint/Candle",False,1,604,1,7,2048,1609.143,1,True,64,1.410
"SM_Wax_02a","/Game/Bazaar_Meshingun/Blueprint/Candle",False,1,315,1,7,2048,1609.143,1,True,64,0.864
"SM_thincandle_01b","/Game/Bazaar_Meshingun/Blueprint/Candle",False,1,695,1,7,2048,1609.143,1,True,128,0.121
"SM_thincandle_01a","/Game/Bazaar_Meshingun/Blueprint/Candle",False,1,887,1,7,2048,1609.143,1,True,128,0.210
"SM_thickcandle_01c","/Game/Bazaar_Meshingun/Blueprint/Candle",False,1,456,1,7,2048,1609.143,1,True,128,0.245
"SM_thickcandle_01b","/Game/Bazaar_Meshingun/Blueprint/Candle",False,1,708,1,7,2048,1609.143,1,True,64,0.108
"SM_thickcandle_01a","/Game/Bazaar_Meshingun/Blueprint/Candle",False,1,599,1,7,2048,1609.143,1,True,128,0.172
"SM_Candleabra_02a","/Game/Bazaar_Meshingun/Blueprint/Candle",False,1,495,1,7,2048,1609.143,1,True,24,0.252
